book_url,autora
https://www.goodreads.com/book/show/55373388-donde-termina-la-ciudad,Jazmina Barrera
https://www.goodreads.com/book/show/53077731-los-b-rbaros,Jazmina Barrera
https://www.goodreads.com/book/show/21417402-en-reconstrucci-n,Jazmina Barrera
https://www.goodreads.com/book/show/58045723-versas-y-diversas,Reyna Barrera
https://www.goodreads.com/book/show/36234306-sandra-secreto-amor,Reyna Barrera
https://www.goodreads.com/book/show/58689236-la-g-era-veneno-y-otros-cuentos,Reyna Barrera
https://www.goodreads.com/book/show/2052796.Salvador_Novo,Reyna Barrera
https://www.goodreads.com/book/show/36147517-escena-con-otra-mirada-scenes-with-another-look,Reyna Barrera
https://www.goodreads.com/book/show/108905372-salvador-nava-navaja-de-la-inteligencia,Reyna Barrera
https://www.goodreads.com/book/show/123062382-prayer-journal-for-women,Reyna Barrera
https://www.goodreads.com/book/show/59364425-el-estado-del-bienestar-entre-el-franquismo-y-la-transici-n,Susana Bautista Cruz
https://www.goodreads.com/book/show/52729051-memoria-e-historia-del-franquismo,Susana Bautista Cruz
https://www.goodreads.com/book/show/15503988-las-hermandades-de-labradores-en-el-franquismo,Susana Bautista Cruz
https://www.goodreads.com/book/show/45175475-de-la-cruzada-al-desenganche,Susana Bautista Cruz
https://www.goodreads.com/book/show/99956003-violencia-politica-en-la-dictadura-franquista-1939-1977,Susana Bautista Cruz
https://www.goodreads.com/book/show/100265201-movimientos-sociales-y-conflictividad,Susana Bautista Cruz
https://www.goodreads.com/book/show/102044352-qu-sabemos-del-franquismo,Susana Bautista Cruz
https://www.goodreads.com/book/show/111291451-culturas-pol-ticas-del-nacionalismo-espa-ol,Susana Bautista Cruz
https://www.goodreads.com/book/show/117449605-violencia-pol-tica-en-la-ii-rep-blica-y-el-primer-franquismo-historia,Susana Bautista Cruz
https://www.goodreads.com/book/show/52604936-l-adh-sion-de-l-espagne-la-cee-1977-1986,Susana Bautista Cruz
https://www.goodreads.com/book/show/62731735-violencia-franquista-y-gesti-n-del-pasado-traum-tico,Susana Bautista Cruz
https://www.goodreads.com/book/show/43190004-xojobal-jalob-te-telar-luminario,Ruperta Bautista
https://www.goodreads.com/book/show/60712705-me-on-ts-ibetik---letras-humildes,Ruperta Bautista
https://www.goodreads.com/book/show/105045457-me-on-ts-ibetik-letras-humildes-el-ala-del-tigre,Ruperta Bautista
https://www.goodreads.com/book/show/58070780-radicales-libres-free-radicals,Rosa Beltrán
https://www.goodreads.com/book/show/1083853.La_corte_de_los_ilusos,Rosa Beltrán
https://www.goodreads.com/book/show/3909681-amores-que-matan,Rosa Beltrán
https://www.goodreads.com/book/show/592310.Alta_infidelidad,Rosa Beltrán
https://www.goodreads.com/book/show/40028534-uf-y-para-qu-votar,Rosa Beltrán
https://www.goodreads.com/book/show/13066722-efectos-secundarios,Rosa Beltrán
https://www.goodreads.com/book/show/7731738-d-a-de-muertos-antolog-a-del-cuento-mexicano,Rosa Beltrán
https://www.goodreads.com/book/show/59982200-acu-rdate-de-acapulco,Rosa Beltrán
https://www.goodreads.com/book/show/20316465-el-cuerpo-expuesto,Rosa Beltrán
https://www.goodreads.com/book/show/1083859.El_Paraiso_Que_Fuimos,Rosa Beltrán
https://www.goodreads.com/book/show/16137871-m-s-de-lo-que-te-imaginas-cuentos-perversos,Rosa Beltrán
https://www.goodreads.com/book/show/35558679-el-cuerpo-femenino-y-sus-narrativas,Rosa Beltrán
https://www.goodreads.com/book/show/40962855-el-ed-n-oscuro,Rosa Beltrán
https://www.goodreads.com/book/show/24986690-para-leer-de-boleto-en-el-metro,Rosa Beltrán
https://www.goodreads.com/book/show/42375576-bi-tiful-frik,Rosa Beltrán
https://www.goodreads.com/book/show/36332520-optimistas,Rosa Beltrán
https://www.goodreads.com/book/show/58864881-rosa-beltr-n,Rosa Beltrán
https://www.goodreads.com/book/show/1560103.Dia_de_Muertos_Antologia_del_Cuento_Mexicano,Rosa Beltrán
https://www.goodreads.com/book/show/42112702-s-lo-cuento-x,Rosa Beltrán
https://www.goodreads.com/book/show/25723783-s-lo-cuento-v,Rosa Beltrán
https://www.goodreads.com/book/show/53104847-para-leer-de-boleto-en-el-metro-10,Rosa Beltrán
https://www.goodreads.com/book/show/18812733-de-la-tierra-al-cielo,Rosa Beltrán
https://www.goodreads.com/book/show/44585996-verdades-virtuales,Rosa Beltrán
https://www.goodreads.com/book/show/43157948-el-nacimiento-del-monstruo,Rosa Beltrán
https://www.goodreads.com/book/show/35822140-el-nacimiento-del-monstruo,Rosa Beltrán
https://www.goodreads.com/book/show/22712459-zgodbe-iz-mehike,Rosa Beltrán
https://www.goodreads.com/book/show/58215580-am-rica-sin-americanismos,Rosa Beltrán
https://www.goodreads.com/book/show/37784288-antolog-a-ado-gl-3,Rosa Beltrán
https://www.goodreads.com/book/show/37784391-de-los-cuates-pa-la-raza-2,Rosa Beltrán
https://www.goodreads.com/book/show/108853758-s-lo-cuento-antolog-a-de-los-mejores-cuentos-en-lengua-espa-ola,Rosa Beltrán
https://www.goodreads.com/book/show/56544991-visi-n-de-espa-a,Rosa Beltrán
https://www.goodreads.com/book/show/79954942-paradis-c-tait-nous,Rosa Beltrán
https://www.goodreads.com/book/show/83174278-cuentos-darwinianos,Rosa Beltrán
https://www.goodreads.com/book/show/25954565-cuaderno-salm-n,Rosa Beltrán
https://www.goodreads.com/book/show/13538344-me-who-dove-into-the-heart-of-the-world,Sabina Berman
https://www.goodreads.com/book/show/20641833-el-dios-de-darwin,Sabina Berman
https://www.goodreads.com/book/show/3173669-entre-villa-y-una-mujer-desnuda,Sabina Berman
https://www.goodreads.com/book/show/23360068-gloria,Sabina Berman
